season,round,url,raceName,date,Circuit.circuitId,Circuit.url,Circuit.circuitName,Circuit.Location.lat,Circuit.Location.long,Circuit.Location.locality,Circuit.Location.country,time,FirstPractice.date,SecondPractice.date,ThirdPractice.date,Qualifying.date,Sprint.date,FirstPractice.time,SecondPractice.time,ThirdPractice.time,Qualifying.time,Sprint.time
1962,3,http://en.wikipedia.org/wiki/1962_Belgian_Grand_Prix,Belgian Grand Prix,1962-06-17,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1962,4,http://en.wikipedia.org/wiki/1962_French_Grand_Prix,French Grand Prix,1962-07-08,essarts,http://en.wikipedia.org/wiki/Rouen-Les-Essarts,Rouen-Les-Essarts,49.3306,1.00458,Rouen,France,,,,,,,,,,,
1962,5,http://en.wikipedia.org/wiki/1962_British_Grand_Prix,British Grand Prix,1962-07-21,aintree,http://en.wikipedia.org/wiki/Aintree_Motor_Racing_Circuit,Aintree,53.4769,-2.94056,Liverpool,UK,,,,,,,,,,,
1962,6,http://en.wikipedia.org/wiki/1962_German_Grand_Prix,German Grand Prix,1962-08-05,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1962,7,http://en.wikipedia.org/wiki/1962_Italian_Grand_Prix,Italian Grand Prix,1962-09-16,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1962,8,http://en.wikipedia.org/wiki/1962_United_States_Grand_Prix,United States Grand Prix,1962-10-07,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1962,9,http://en.wikipedia.org/wiki/1962_South_African_Grand_Prix,South African Grand Prix,1962-12-29,george,http://en.wikipedia.org/wiki/Prince_George_Circuit,Prince George Circuit,-33.0486,27.8736,Eastern Cape Province,South Africa,,,,,,,,,,,
1963,1,http://en.wikipedia.org/wiki/1963_Monaco_Grand_Prix,Monaco Grand Prix,1963-05-26,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1963,2,http://en.wikipedia.org/wiki/1963_Belgian_Grand_Prix,Belgian Grand Prix,1963-06-09,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1963,3,http://en.wikipedia.org/wiki/1963_Dutch_Grand_Prix,Dutch Grand Prix,1963-06-23,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1963,4,http://en.wikipedia.org/wiki/1963_French_Grand_Prix,French Grand Prix,1963-06-30,reims,http://en.wikipedia.org/wiki/Reims-Gueux,Reims-Gueux,49.2542,3.93083,Reims,France,,,,,,,,,,,
1963,5,http://en.wikipedia.org/wiki/1963_British_Grand_Prix,British Grand Prix,1963-07-20,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1963,6,http://en.wikipedia.org/wiki/1963_German_Grand_Prix,German Grand Prix,1963-08-04,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1963,7,http://en.wikipedia.org/wiki/1963_Italian_Grand_Prix,Italian Grand Prix,1963-09-08,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1963,8,http://en.wikipedia.org/wiki/1963_United_States_Grand_Prix,United States Grand Prix,1963-10-06,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1963,9,http://en.wikipedia.org/wiki/1963_Mexican_Grand_Prix,Mexican Grand Prix,1963-10-27,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1963,10,http://en.wikipedia.org/wiki/1963_South_African_Grand_Prix,South African Grand Prix,1963-12-28,george,http://en.wikipedia.org/wiki/Prince_George_Circuit,Prince George Circuit,-33.0486,27.8736,Eastern Cape Province,South Africa,,,,,,,,,,,
1964,1,http://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix,Monaco Grand Prix,1964-05-10,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1964,2,http://en.wikipedia.org/wiki/1964_Dutch_Grand_Prix,Dutch Grand Prix,1964-05-24,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1964,3,http://en.wikipedia.org/wiki/1964_Belgian_Grand_Prix,Belgian Grand Prix,1964-06-14,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1964,4,http://en.wikipedia.org/wiki/1964_French_Grand_Prix,French Grand Prix,1964-06-28,essarts,http://en.wikipedia.org/wiki/Rouen-Les-Essarts,Rouen-Les-Essarts,49.3306,1.00458,Rouen,France,,,,,,,,,,,
1964,5,http://en.wikipedia.org/wiki/1964_British_Grand_Prix,British Grand Prix,1964-07-11,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1964,6,http://en.wikipedia.org/wiki/1964_German_Grand_Prix,German Grand Prix,1964-08-02,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1964,7,http://en.wikipedia.org/wiki/1964_Austrian_Grand_Prix,Austrian Grand Prix,1964-08-23,zeltweg,http://en.wikipedia.org/wiki/Zeltweg_Airfield,Zeltweg,47.2039,14.7478,Styria,Austria,,,,,,,,,,,
1964,8,http://en.wikipedia.org/wiki/1964_Italian_Grand_Prix,Italian Grand Prix,1964-09-06,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1964,9,http://en.wikipedia.org/wiki/1964_United_States_Grand_Prix,United States Grand Prix,1964-10-04,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1964,10,http://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix,Mexican Grand Prix,1964-10-25,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1965,1,http://en.wikipedia.org/wiki/1965_South_African_Grand_Prix,South African Grand Prix,1965-01-01,george,http://en.wikipedia.org/wiki/Prince_George_Circuit,Prince George Circuit,-33.0486,27.8736,Eastern Cape Province,South Africa,,,,,,,,,,,
1965,2,http://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix,Monaco Grand Prix,1965-05-30,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1965,3,http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix,Belgian Grand Prix,1965-06-13,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1965,4,http://en.wikipedia.org/wiki/1965_French_Grand_Prix,French Grand Prix,1965-06-27,charade,http://en.wikipedia.org/wiki/Charade_Circuit,Charade Circuit,45.7472,3.03889,Clermont-Ferrand,France,,,,,,,,,,,
1965,5,http://en.wikipedia.org/wiki/1965_British_Grand_Prix,British Grand Prix,1965-07-10,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1965,6,http://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix,Dutch Grand Prix,1965-07-18,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1965,7,http://en.wikipedia.org/wiki/1965_German_Grand_Prix,German Grand Prix,1965-08-01,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1965,8,http://en.wikipedia.org/wiki/1965_Italian_Grand_Prix,Italian Grand Prix,1965-09-12,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1965,9,http://en.wikipedia.org/wiki/1965_United_States_Grand_Prix,United States Grand Prix,1965-10-03,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1965,10,http://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix,Mexican Grand Prix,1965-10-24,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1966,1,http://en.wikipedia.org/wiki/1966_Monaco_Grand_Prix,Monaco Grand Prix,1966-05-22,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1966,2,http://en.wikipedia.org/wiki/1966_Belgian_Grand_Prix,Belgian Grand Prix,1966-06-12,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1966,3,http://en.wikipedia.org/wiki/1966_French_Grand_Prix,French Grand Prix,1966-07-03,reims,http://en.wikipedia.org/wiki/Reims-Gueux,Reims-Gueux,49.2542,3.93083,Reims,France,,,,,,,,,,,
1966,4,http://en.wikipedia.org/wiki/1966_British_Grand_Prix,British Grand Prix,1966-07-16,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1966,5,http://en.wikipedia.org/wiki/1966_Dutch_Grand_Prix,Dutch Grand Prix,1966-07-24,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1966,6,http://en.wikipedia.org/wiki/1966_German_Grand_Prix,German Grand Prix,1966-08-07,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1966,7,http://en.wikipedia.org/wiki/1966_Italian_Grand_Prix,Italian Grand Prix,1966-09-04,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1966,8,http://en.wikipedia.org/wiki/1966_United_States_Grand_Prix,United States Grand Prix,1966-10-02,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1966,9,http://en.wikipedia.org/wiki/1966_Mexican_Grand_Prix,Mexican Grand Prix,1966-10-23,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1967,1,http://en.wikipedia.org/wiki/1967_South_African_Grand_Prix,South African Grand Prix,1967-01-02,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1967,2,http://en.wikipedia.org/wiki/1967_Monaco_Grand_Prix,Monaco Grand Prix,1967-05-07,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1967,3,http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix,Dutch Grand Prix,1967-06-04,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1967,4,http://en.wikipedia.org/wiki/1967_Belgian_Grand_Prix,Belgian Grand Prix,1967-06-18,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1967,5,http://en.wikipedia.org/wiki/1967_French_Grand_Prix,French Grand Prix,1967-07-02,lemans,http://en.wikipedia.org/wiki/Circuit_de_la_Sarthe#Bugatti_Circuit,Le Mans,47.95,0.224231,Le Mans,France,,,,,,,,,,,
1967,6,http://en.wikipedia.org/wiki/1967_British_Grand_Prix,British Grand Prix,1967-07-15,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1967,7,http://en.wikipedia.org/wiki/1967_German_Grand_Prix,German Grand Prix,1967-08-06,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1967,8,http://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix,Canadian Grand Prix,1967-08-27,mosport,http://en.wikipedia.org/wiki/Mosport,Mosport International Raceway,44.0481,-78.6756,Ontario,Canada,,,,,,,,,,,
1967,9,http://en.wikipedia.org/wiki/1967_Italian_Grand_Prix,Italian Grand Prix,1967-09-10,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1967,10,http://en.wikipedia.org/wiki/1967_United_States_Grand_Prix,United States Grand Prix,1967-10-01,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1967,11,http://en.wikipedia.org/wiki/1967_Mexican_Grand_Prix,Mexican Grand Prix,1967-10-22,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1968,1,http://en.wikipedia.org/wiki/1968_South_African_Grand_Prix,South African Grand Prix,1968-01-01,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1968,2,http://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix,Spanish Grand Prix,1968-05-12,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1968,3,http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix,Monaco Grand Prix,1968-05-26,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1968,4,http://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix,Belgian Grand Prix,1968-06-09,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1968,5,http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix,Dutch Grand Prix,1968-06-23,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1968,6,http://en.wikipedia.org/wiki/1968_French_Grand_Prix,French Grand Prix,1968-07-07,essarts,http://en.wikipedia.org/wiki/Rouen-Les-Essarts,Rouen-Les-Essarts,49.3306,1.00458,Rouen,France,,,,,,,,,,,
1968,7,http://en.wikipedia.org/wiki/1968_British_Grand_Prix,British Grand Prix,1968-07-20,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1968,8,http://en.wikipedia.org/wiki/1968_German_Grand_Prix,German Grand Prix,1968-08-04,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1968,9,http://en.wikipedia.org/wiki/1968_Italian_Grand_Prix,Italian Grand Prix,1968-09-08,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1968,10,http://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix,Canadian Grand Prix,1968-09-22,tremblant,http://en.wikipedia.org/wiki/Circuit_Mont-Tremblant,Circuit Mont-Tremblant,46.1877,-74.6099,Quebec,Canada,,,,,,,,,,,
1968,11,http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix,United States Grand Prix,1968-10-06,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1968,12,http://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix,Mexican Grand Prix,1968-11-03,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1969,1,http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix,South African Grand Prix,1969-03-01,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1969,2,http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix,Spanish Grand Prix,1969-05-04,montjuic,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Montjuïc,41.3664,2.15167,Barcelona,Spain,,,,,,,,,,,
1969,3,http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix,Monaco Grand Prix,1969-05-18,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1969,4,http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix,Dutch Grand Prix,1969-06-21,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1969,5,http://en.wikipedia.org/wiki/1969_French_Grand_Prix,French Grand Prix,1969-07-06,charade,http://en.wikipedia.org/wiki/Charade_Circuit,Charade Circuit,45.7472,3.03889,Clermont-Ferrand,France,,,,,,,,,,,
1969,6,http://en.wikipedia.org/wiki/1969_British_Grand_Prix,British Grand Prix,1969-07-19,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1969,7,http://en.wikipedia.org/wiki/1969_German_Grand_Prix,German Grand Prix,1969-08-03,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1969,8,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix,Italian Grand Prix,1969-09-07,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1969,9,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix,Canadian Grand Prix,1969-09-20,mosport,http://en.wikipedia.org/wiki/Mosport,Mosport International Raceway,44.0481,-78.6756,Ontario,Canada,,,,,,,,,,,
1969,10,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix,United States Grand Prix,1969-10-05,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1969,11,http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix,Mexican Grand Prix,1969-10-19,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1970,1,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix,South African Grand Prix,1970-03-07,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1970,2,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,Spanish Grand Prix,1970-04-19,jarama,http://en.wikipedia.org/wiki/Circuito_Permanente_Del_Jarama,Jarama,40.6171,-3.58558,Madrid,Spain,,,,,,,,,,,
1970,3,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,Monaco Grand Prix,1970-05-10,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1970,4,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,Belgian Grand Prix,1970-06-07,spa,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,,,,,,,,,,,
1970,5,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix,Dutch Grand Prix,1970-06-21,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1970,6,http://en.wikipedia.org/wiki/1970_French_Grand_Prix,French Grand Prix,1970-07-05,charade,http://en.wikipedia.org/wiki/Charade_Circuit,Charade Circuit,45.7472,3.03889,Clermont-Ferrand,France,,,,,,,,,,,
1970,7,http://en.wikipedia.org/wiki/1970_British_Grand_Prix,British Grand Prix,1970-07-18,brands_hatch,http://en.wikipedia.org/wiki/Brands_Hatch,Brands Hatch,51.3569,0.263056,Kent,UK,,,,,,,,,,,
1970,8,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,German Grand Prix,1970-08-02,hockenheimring,http://en.wikipedia.org/wiki/Hockenheimring,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,,,,,,,,,,,
1970,9,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix,Austrian Grand Prix,1970-08-16,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1970,10,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,Italian Grand Prix,1970-09-06,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1970,11,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,Canadian Grand Prix,1970-09-20,tremblant,http://en.wikipedia.org/wiki/Circuit_Mont-Tremblant,Circuit Mont-Tremblant,46.1877,-74.6099,Quebec,Canada,,,,,,,,,,,
1970,12,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix,United States Grand Prix,1970-10-04,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
1970,13,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix,Mexican Grand Prix,1970-10-25,rodriguez,http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Autódromo Hermanos Rodríguez,19.4042,-99.0907,Mexico City,Mexico,,,,,,,,,,,
1971,1,http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix,South African Grand Prix,1971-03-06,kyalami,http://en.wikipedia.org/wiki/Kyalami,Kyalami,-25.9894,28.0767,Midrand,South Africa,,,,,,,,,,,
1971,2,http://en.wikipedia.org/wiki/1971_Spanish_Grand_Prix,Spanish Grand Prix,1971-04-18,montjuic,http://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Montjuïc,41.3664,2.15167,Barcelona,Spain,,,,,,,,,,,
1971,3,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,Monaco Grand Prix,1971-05-23,monaco,http://en.wikipedia.org/wiki/Circuit_de_Monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,,,,,,,,,,,
1971,4,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix,Dutch Grand Prix,1971-06-20,zandvoort,http://en.wikipedia.org/wiki/Circuit_Zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,,,,,,,,,,,
1971,5,http://en.wikipedia.org/wiki/1971_French_Grand_Prix,French Grand Prix,1971-07-04,ricard,http://en.wikipedia.org/wiki/Paul_Ricard_Circuit,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,,,,,,,,,,,
1971,6,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,British Grand Prix,1971-07-17,silverstone,http://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,,,,,,,,,,,
1971,7,http://en.wikipedia.org/wiki/1971_German_Grand_Prix,German Grand Prix,1971-08-01,nurburgring,http://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburgring,50.3356,6.9475,Nürburg,Germany,,,,,,,,,,,
1971,8,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix,Austrian Grand Prix,1971-08-15,red_bull_ring,http://en.wikipedia.org/wiki/Red_Bull_Ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,,,,,,,,,,,
1971,9,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix,Italian Grand Prix,1971-09-05,monza,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,Autodromo Nazionale di Monza,45.6156,9.28111,Monza,Italy,,,,,,,,,,,
1971,10,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,Canadian Grand Prix,1971-09-19,mosport,http://en.wikipedia.org/wiki/Mosport,Mosport International Raceway,44.0481,-78.6756,Ontario,Canada,,,,,,,,,,,
1971,11,http://en.wikipedia.org/wiki/1971_United_States_Grand_Prix,United States Grand Prix,1971-10-03,watkins_glen,http://en.wikipedia.org/wiki/Watkins_Glen_International,Watkins Glen,42.3369,-76.9272,New York State,USA,,,,,,,,,,,
